player_name,fv,has_upside,avg_ops,predicted_ops,plus_tools,made_mlb
Player_666137,40.0,0,0.6383875968992248,1.2660801089981177,0,1
Player_656883,40.0,0,0.8436623376623377,1.18838622388198,0,1
Player_686819,40.0,0,1.5,1.1717397441040633,0,0
Player_600524,40.0,0,1.3535294117647059,1.108770613210411,0,0
Player_805300,40.0,0,0.6846774193548387,0.9903075504400479,0,1
Player_825159,40.0,0,1.14778,0.9668767031283622,0,0
Player_656388,40.0,0,0.843572972972973,0.9145265600987349,0,1
Player_542455,40.0,0,1.0700740740740742,0.909583455736322,0,0
Player_640459,40.0,0,0.63758125,0.9003228025911015,0,1
Player_821145,40.0,0,1.0570576923076922,0.8869455734409563,0,0
Player_821057,40.0,0,1.0493396226415095,0.88388071809412,0,0
Player_820958,40.0,0,1.0484029850746268,0.8820716857097125,0,0
Player_692216,40.0,0,1.0451121495327103,0.8571564530855843,0,1
Player_821697,40.0,0,1.0138235294117648,0.8439536298136808,0,0
Player_821187,40.0,0,1.002986301369863,0.8437292256718703,0,0
Player_800478,40.0,0,1.018494623655914,0.8428810337097651,0,0
Player_815304,40.0,0,1.0009746835443039,0.8406033540619618,0,0
Player_665940,40.0,0,0.6973883928571428,0.8395035876893114,0,0
Player_571602,40.0,0,1.0879883720930232,0.839474345947535,0,1
Player_500874,40.0,0,1.0019464285714286,0.8355349554363304,0,0
Player_829854,40.0,0,0.9961176470588236,0.8290298299858119,0,0
Player_808264,40.0,0,0.9771595744680851,0.8155481977624687,0,0
Player_820847,40.0,0,0.9864631578947368,0.8142790258534717,0,0
Player_829699,40.0,0,0.9765283018867924,0.8137680328613968,0,0
Player_806919,40.0,0,0.9663837209302325,0.811132034385631,0,0
Player_807000,40.0,0,0.96336,0.80997469995265,0,0
Player_815911,40.0,0,0.9679629629629629,0.8096854708072918,0,0
Player_823787,40.0,0,0.958392,0.8092870363998185,0,0
Player_815915,40.0,0,0.9725849056603774,0.8071063483467468,0,0
Player_602922,40.0,0,0.9576166666666667,0.8069144620702385,0,0
Player_695763,40.0,0,0.9507777777777778,0.8065233164144141,0,0
Player_663330,40.0,0,0.905920245398773,0.8062136618494051,0,1
Player_682998,40.0,0,1.0546703296703297,0.8061421774700133,0,1
Player_811633,40.0,0,0.9578082191780822,0.8049629029343999,0,0
Player_829264,40.0,0,0.949625,0.8048692961024039,0,0
Player_644407,40.0,0,1.0048166666666667,0.804823808340153,0,0
Player_702679,40.0,0,0.9682741935483871,0.8033808941857522,0,0
Player_666624,40.0,0,1.0390357142857143,0.8031415010181702,0,1
Player_828667,40.0,0,0.9457978723404256,0.8016746739597845,0,0
Player_703405,40.0,0,0.9496039603960396,0.8012215652908252,0,0
Player_805904,40.0,0,0.7777083333333333,0.8000628575353055,0,1
Player_815930,40.0,0,0.9454482758620689,0.7990433551026316,0,0
Player_698973,40.0,0,0.9600377358490566,0.7985611746659683,0,0
Player_500208,40.0,0,0.97664,0.7982715902667058,0,0
Player_663609,40.0,0,0.852367396593674,0.7976874341963921,0,1
Player_814294,40.0,0,0.9415970149253732,0.7969608013617063,0,0
Player_821270,40.0,0,0.9522642857142857,0.7961177634163151,0,0
Player_800164,40.0,0,0.9612037037037037,0.7960284262450844,0,0
Player_807712,40.0,0,0.8654455445544554,0.7949688991731904,0,1
Player_821158,40.0,0,0.9397464788732395,0.7945333668325216,0,0
Player_692225,40.0,0,1.0227391304347826,0.7935350992774781,0,1
Player_829949,40.0,0,0.9331111111111111,0.7901839075208987,0,0
Player_829076,40.0,0,0.92952,0.7898820800004781,0,0
Player_829905,40.0,0,0.9233018867924528,0.7882205163293378,0,0
Player_821592,40.0,0,0.9184915254237288,0.7872768046138052,0,0
Player_668904,40.0,0,0.9364285714285714,0.7849399904776514,0,1
Player_694212,40.0,0,,0.7840368494602897,0,1
Player_808392,40.0,0,0.9116741573033708,0.7831632260169435,0,0
Player_808240,40.0,0,0.9127466666666667,0.7827977692395894,0,0
Player_821171,40.0,0,0.9067340425531915,0.7826941433658786,0,0
Player_821692,40.0,0,0.9174019607843137,0.7824667335905625,0,0
Player_815195,40.0,0,0.9107412587412588,0.7809301434667554,0,0
Player_682663,40.0,0,,0.7802984607307372,0,1
Player_692031,40.0,0,0.9122823529411764,0.779789359023571,0,0
Player_814293,40.0,0,0.908987012987013,0.7792982600399888,0,0
Player_664983,40.0,0,0.9877160493827161,0.7784420892600256,0,1
Player_666018,40.0,0,0.8594478260869565,0.7780156880162971,0,1
Player_815908,40.0,0,0.9431927710843373,0.7780150429442635,0,0
Player_667670,40.0,0,0.9619382716049383,0.7777588633823017,0,1
Player_543611,40.0,0,0.9133220338983051,0.777735953045347,0,0
Player_666135,40.0,0,0.982625,0.7771405699435491,0,1
Player_681862,40.0,0,0.9508301886792453,0.7765846977189055,0,0
Player_692238,40.0,0,0.9031782178217822,0.7736173596511912,0,0
Player_830435,40.0,0,0.9040363636363636,0.7734503462479329,0,0
Player_676059,40.0,0,0.9228365384615385,0.7734396304205945,0,1
Player_804668,40.0,0,0.8335447154471545,0.7732646824842466,0,1
Player_642137,40.0,0,0.9908888888888889,0.772798128104014,0,1
Player_681481,40.0,0,0.9793727272727273,0.7727840411161591,0,1
Player_571685,40.0,0,0.9037936507936508,0.7723028107722453,0,0
Player_695578,40.0,0,0.9202270916334662,0.7716905733423393,0,1
Player_821181,40.0,0,0.903,0.7715301898314749,0,0
Player_622196,40.0,0,0.9243285714285714,0.7705053356162982,0,0
Player_669065,40.0,0,0.9119911111111111,0.7690263774920476,0,1
Player_829052,40.0,0,0.903188679245283,0.7688916532415533,0,0
Player_675910,40.0,0,0.84647,0.7688162014196321,0,0
Player_683737,40.0,0,0.8921041666666667,0.7684910597432743,0,1
Player_683002,40.0,0,0.9344732142857143,0.767028965722878,0,1
Player_800134,40.0,0,0.9030980392156863,0.7667767540759568,0,0
Player_669357,40.0,0,0.91203125,0.7664652169842355,0,1
Player_805779,40.0,0,1.0005744680851063,0.7662638113748675,0,1
Player_491676,40.0,0,0.8970491803278688,0.7645491960659282,0,0
Player_808152,40.0,0,0.899,0.7639764079042933,0,0
Player_806992,40.0,0,0.8962394366197183,0.762787647276601,0,0
Player_678662,40.0,0,0.9845211267605634,0.7624757616513786,0,1
Player_656448,40.0,0,0.8350439560439561,0.7619350143884435,0,1
Player_664029,40.0,0,0.9205321100917431,0.7618292923208507,0,1
Player_808768,40.0,0,0.901088,0.7616264879354887,0,0
Player_667472,40.0,0,0.839780487804878,0.7603737764591236,0,1
Player_596825,40.0,0,0.9487333333333333,0.760007442244674,0,0
Player_596107,40.0,0,0.8988923076923077,0.7599675124058054,0,0
